GAge	GSex	GCity	GCity_X	GCity_Y	GState	VFrom	VNights	VPersons	VTypeOfVisit	VPriceRoom	VPriceFood	VPriceDeduction	VPriceTotal	QSatisfaction	QRoom	QFood	QService	QCulture	WTemperature	WSky	XEUR
76	female	Dresden	13.7397044	51.0497456	Germany	7.1.2013	1	2	business	2900	0	0	2900	average	51	34	59	99	-3.1	rain/snow	25.54
64	male	Žilina	18.7412303	49.2244794	Slovakia	7.1.2013	28	3	business	121800	0	200	121600	high	85	84	93	63	-3.1	rain/snow	25.54
54	male	Nitra	18.0902903	48.3139558	Slovakia	8.1.2013	1	3	business	4350	540	0	4890	average	53	67	47	50	0.3	cloudy	25.58
76	male	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	1	business	1450	0	0	1450	average	60	57	61	48	0.3	cloudy	25.58
59	female	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	1	business	1450	180	0	1630	average	57	66	70	95	0.3	cloudy	25.58
47	female	Nitra	18.0902903	48.3139558	Slovakia	8.1.2013	1	3	business	4350	540	0	4890	average	55	59	56	98	0.3	cloudy	25.58
40	male	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	1	business	1450	0	0	1450	average	41	59	54	51	0.3	cloudy	25.58
37	female	Nitra	18.0902903	48.3139558	Slovakia	8.1.2013	1	4	business	5800	720	0	6520	average	53	34	60	47	0.3	cloudy	25.58
31	female	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	1	business	1450	180	0	1630	average	43	23	58	46	0.3	cloudy	25.58
20	female	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	2	business	2900	360	0	3260	average	50	57	63	83	0.3	cloudy	25.58
25	female	Nitra	18.0902903	48.3139558	Slovakia	8.1.2013	1	3	business	4350	0	0	4350	average	54	31	59	97	0.3	cloudy	25.58
62	female	Nitra	18.0902903	48.3139558	Slovakia	8.1.2013	1	3	business	4350	540	0	4890	average	56	23	54	95	0.3	cloudy	25.58
36	male	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	1	business	1450	180	0	1630	average	58	33	71	82	0.3	cloudy	25.58
56	female	Jihlava	15.5909008	49.3963828	CR	8.1.2013	1	2	business	2900	0	0	2900	average	54	30	60	96	0.3	cloudy	25.58
29	male	Ústí nad Labem	14.0390819	50.6700692	CR	8.1.2013	1	1	business	1450	0	0	1450	average	51	34	63	96	0.3	cloudy	25.58
58	female	Ostrava	18.2825511	49.8341497	CR	9.1.2013	1	2	private	2900	0	0	2900	low	27	16	23	9	2.8	sunny	25.53
50	female	Bratislava	17.1097606	48.1547933	Slovakia	9.1.2013	1	1	private	1450	0	0	1450	low	26	18	31	9	2.8	sunny	25.53
24	female	Budweis	14.4757883	48.9763169	CR	9.1.2013	14	2	private	40600	5040	200	45440	high	91	68	85	58	2.8	sunny	25.53
23	female	Budweis	14.4757883	48.9763169	CR	9.1.2013	14	4	private	81200	10080	200	91080	high	100	68	94	57	2.8	sunny	25.53
21	female	Bratislava	17.1097606	48.1547933	Slovakia	9.1.2013	1	3	private	4350	0	0	4350	low	38	20	23	2	2.8	sunny	25.53
73	male	Budweis	14.4757883	48.9763169	CR	9.1.2013	14	2	private	40600	5040	200	45440	high	96	78	99	62	2.8	sunny	25.53
41	male	Budweis	14.4757883	48.9763169	CR	9.1.2013	14	2	private	40600	5040	200	45440	high	99	92	83	45	2.8	sunny	25.53
37	female	München	11.5836375	48.1364669	Germany	9.1.2013	14	2	private	40600	5040	200	45440	high	99	83	85	72	2.8	sunny	25.53
44	female	Bratislava	17.1097606	48.1547933	Slovakia	9.1.2013	1	1	private	1450	180	0	1630	low	27	24	30	4	2.8	sunny	25.53
31	female	Ostrava	18.2825511	49.8341497	CR	9.1.2013	14	2	private	40600	5040	200	45440	high	86	73	89	64	2.8	sunny	25.53
25	female	Gdaòsk	18.6560864	54.3482911	Poland	9.1.2013	1	1	private	1450	0	0	1450	low	27	21	26	7	2.8	sunny	25.53
76	male	Ostrava	18.2825511	49.8341497	CR	9.1.2013	1	1	private	1450	0	0	1450	low	15	16	21	11	2.8	sunny	25.53
76	male	München	11.5836375	48.1364669	Germany	9.1.2013	14	2	private	40600	5040	200	45440	high	87	65	99	56	2.8	sunny	25.53
19	male	Bratislava	17.1097606	48.1547933	Slovakia	9.1.2013	1	1	private	1450	180	0	1630	low	39	13	40	7	2.8	sunny	25.53
64	female	Bratislava	17.1097606	48.1547933	Slovakia	9.1.2013	1	1	private	1450	0	0	1450	low	24	28	15	7	2.8	sunny	25.53
52	female	Ústí nad Labem	14.0390819	50.6700692	CR	11.1.2013	2	1	private	2900	360	200	3060	high	98	92	93	64	8.8	sunny	25.61
22	male	Ústí nad Labem	14.0390819	50.6700692	CR	11.1.2013	2	1	private	2900	360	200	3060	high	81	92	81	71	8.8	sunny	25.61
44	female	Praha	14.4212806	50.0874967	CR	12.1.2013	7	4	private	40600	0	200	40400	high	87	66	99	55	4.1	cloudy	25.61
36	male	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	5040	200	45440	high	86	81	93	63	4.1	cloudy	25.61
48	female	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	0	200	40400	high	92	84	94	60	4.1	cloudy	25.61
62	female	Praha	14.4212806	50.0874967	CR	12.1.2013	7	2	private	20300	0	200	20100	low	25	19	28	3	4.1	cloudy	25.61
47	male	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	5040	200	45440	high	92	81	89	55	4.1	cloudy	25.61
63	female	Zlín	17.6700633	49.2280669	CR	12.1.2013	14	4	private	81200	0	200	81000	average	45	21	63	93	4.1	cloudy	25.61
51	male	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	0	200	40400	high	89	90	88	53	4.1	cloudy	25.61
64	male	Praha	14.4212806	50.0874967	CR	12.1.2013	7	2	private	20300	0	200	20100	low	32	27	27	8	4.1	cloudy	25.61
65	female	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	5040	200	45440	high	98	66	82	71	4.1	cloudy	25.61
36	female	Praha	14.4212806	50.0874967	CR	12.1.2013	7	2	private	20300	0	200	20100	low	32	23	29	20	4.1	cloudy	25.61
42	female	Hamburg	10.0043528	53.5498325	Germany	12.1.2013	14	4	private	81200	10080	200	91080	average	57	60	48	47	4.1	cloudy	25.61
30	female	Jihlava	15.5909008	49.3963828	CR	12.1.2013	7	3	private	30450	3780	200	34030	high	93	91	93	69	4.1	cloudy	25.61
35	female	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	0	200	40400	high	83	80	82	63	4.1	cloudy	25.61
76	male	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	4	private	40600	5040	200	45440	high	87	91	85	64	4.1	cloudy	25.61
33	female	Salzburg	13.0475658	47.798095	Austria	12.1.2013	7	1	private	10150	1260	200	11210	high	92	74	83	64	4.1	cloudy	25.61
46	male	München	11.5836375	48.1364669	Germany	12.1.2013	7	4	private	40600	5040	200	45440	high	93	68	96	53	4.1	cloudy	25.61
75	male	Praha	14.4212806	50.0874967	CR	12.1.2013	7	2	private	20300	2520	200	22620	low	31	20	28	7	4.1	cloudy	25.61
64	female	Praha	14.4212806	50.0874967	CR	12.1.2013	7	2	private	20300	2520	200	22620	low	30	13	31	36	4.1	cloudy	25.61
22	male	Žilina	18.7412303	49.2244794	Slovakia	14.1.2013	28	3	business	121800	15120	200	136720	high	91	73	99	54	-8.7	sunny	25.61
64	female	Dresden	13.7397044	51.0497456	Germany	14.1.2013	28	1	business	40600	5040	200	45440	low	31	17	28	17	-8.7	sunny	25.61
39	female	Zlín	17.6700633	49.2280669	CR	14.1.2013	28	1	business	40600	5040	200	45440	low	23	20	15	6	-8.7	sunny	25.61
35	female	Ústí nad Labem	14.0390819	50.6700692	CR	15.1.2013	1	1	business	1450	180	0	1630	average	49	24	58	47	-6.7	cloudy	25.61
29	male	Nitra	18.0902903	48.3139558	Slovakia	15.1.2013	1	3	business	4350	540	0	4890	average	54	68	48	49	-6.7	cloudy	25.61
35	male	Budweis	14.4757883	48.9763169	CR	16.1.2013	14	2	private	40600	5040	200	45440	high	100	78	89	59	-3.6	rain/snow	25.58
55	female	München	11.5836375	48.1364669	Germany	16.1.2013	7	1	business	10150	1260	200	11210	high	87	81	93	63	-3.6	rain/snow	25.58
72	male	München	11.5836375	48.1364669	Germany	16.1.2013	7	1	business	10150	1260	200	11210	high	89	90	83	60	-3.6	rain/snow	25.58
52	male	München	11.5836375	48.1364669	Germany	16.1.2013	7	1	business	10150	1260	200	11210	high	93	66	99	69	-3.6	rain/snow	25.58
54	male	München	11.5836375	48.1364669	Germany	16.1.2013	7	1	business	10150	1260	200	11210	high	93	66	89	69	-3.6	rain/snow	25.58
44	female	Jihlava	15.5909008	49.3963828	CR	19.1.2013	7	2	private	20300	2520	200	22620	high	99	77	90	59	3.8	cloudy	25.63
74	female	Liberec	15.0663036	50.7709239	CR	19.1.2013	7	3	private	30450	0	200	30250	high	87	90	82	48	3.8	cloudy	25.63
34	female	Jihlava	15.5909008	49.3963828	CR	19.1.2013	7	3	private	30450	3780	200	34030	high	85	84	83	47	3.8	cloudy	25.63
66	male	Hamburg	10.0043528	53.5498325	Germany	19.1.2013	14	2	private	40600	5040	200	45440	average	59	35	57	81	3.8	cloudy	25.63
73	male	Jihlava	15.5909008	49.3963828	CR	19.1.2013	7	3	private	30450	3780	200	34030	high	100	80	82	46	3.8	cloudy	25.63
64	female	Jihlava	15.5909008	49.3963828	CR	19.1.2013	7	2	private	20300	0	200	20100	high	85	90	86	46	3.8	cloudy	25.63
58	female	Hamburg	10.0043528	53.5498325	Germany	19.1.2013	14	4	private	81200	0	200	81000	average	51	30	48	52	3.8	cloudy	25.63
20	female	Jihlava	15.5909008	49.3963828	CR	19.1.2013	7	3	private	30450	3780	200	34030	high	91	66	87	69	3.8	cloudy	25.63
76	female	München	11.5836375	48.1364669	Germany	19.1.2013	7	3	private	30450	3780	200	34030	high	99	83	90	58	3.8	cloudy	25.63
35	female	Jihlava	15.5909008	49.3963828	CR	19.1.2013	7	4	private	40600	5040	200	45440	high	99	73	100	60	3.8	cloudy	25.63
70	male	Hamburg	10.0043528	53.5498325	Germany	19.1.2013	14	4	private	81200	10080	200	91080	average	43	59	53	81	3.8	cloudy	25.63
42	male	München	11.5836375	48.1364669	Germany	19.1.2013	14	1	private	20300	2520	200	22620	average	47	36	64	45	3.8	cloudy	25.63
55	male	Berlin	13.3908886	52.5176189	Germany	19.1.2013	7	2	private	20300	2520	200	22620	low	31	27	16	9	3.8	cloudy	25.63
20	female	Hamburg	10.0043528	53.5498325	Germany	19.1.2013	14	3	private	60900	7560	200	68260	average	59	23	46	96	3.8	cloudy	25.63
33	female	Hamburg	10.0043528	53.5498325	Germany	19.1.2013	14	4	private	81200	10080	200	91080	average	48	35	60	50	3.8	cloudy	25.63
57	male	Dresden	13.7397044	51.0497456	Germany	20.1.2013	1	2	private	2900	360	200	3060	low	37	25	38	5	-9.1	sunny	25.63
50	male	Jihlava	15.5909008	49.3963828	CR	20.1.2013	1	2	private	2900	360	200	3060	low	27	15	40	18	-9.1	sunny	25.63
58	female	Dresden	13.7397044	51.0497456	Germany	20.1.2013	1	2	private	2900	360	200	3060	low	15	26	28	20	-9.1	sunny	25.63
55	male	Praha	14.4212806	50.0874967	CR	20.1.2013	1	2	private	2900	360	200	3060	low	21	28	15	17	-9.1	sunny	25.63
27	male	Dresden	13.7397044	51.0497456	Germany	20.1.2013	1	2	private	2900	360	200	3060	low	38	15	13	2	-9.1	sunny	25.63
21	male	Zlín	17.6700633	49.2280669	CR	20.1.2013	1	2	private	2900	360	200	3060	low	22	23	23	3	-9.1	sunny	25.63
79	female	Dresden	13.7397044	51.0497456	Germany	20.1.2013	1	2	private	2900	360	200	3060	low	26	12	40	3	-9.1	sunny	25.63
39	male	Ostrava	18.2825511	49.8341497	CR	20.1.2013	1	2	private	2900	0	200	2700	low	16	17	21	34	-9.1	sunny	25.63
67	female	Žilina	18.7412303	49.2244794	Slovakia	21.1.2013	28	1	business	40600	5040	200	45440	high	95	82	91	72	-13.4	sunny	25.63
76	female	Hradec Králové	15.8353464	50.2100194	CR	21.1.2013	28	2	business	81200	0	200	81000	high	89	83	84	55	-13.4	sunny	25.63
24	female	Berlin	13.3908886	52.5176189	Germany	21.1.2013	28	3	business	121800	15120	200	136720	low	24	17	13	18	-13.4	sunny	25.63
21	male	Zlín	17.6700633	49.2280669	CR	21.1.2013	28	3	business	121800	15120	200	136720	low	24	21	39	34	-13.4	sunny	25.63
55	female	Žilina	18.7412303	49.2244794	Slovakia	21.1.2013	28	3	business	121800	0	200	121600	high	82	66	87	71	-13.4	sunny	25.63
50	female	Pardubice	15.780415	50.0409775	CR	21.1.2013	28	3	business	121800	15120	200	136720	high	99	77	95	61	-13.4	sunny	25.63
21	female	Berlin	13.3908886	52.5176189	Germany	21.1.2013	28	1	business	40600	5040	200	45440	low	22	22	31	36	-13.4	sunny	25.63
64	female	Žilina	18.7412303	49.2244794	Slovakia	21.1.2013	28	1	business	40600	0	200	40400	high	100	65	100	58	-13.4	sunny	25.63
22	male	Berlin	13.3908886	52.5176189	Germany	21.1.2013	28	1	business	40600	5040	200	45440	low	30	22	39	11	-13.4	sunny	25.63
51	female	Berlin	13.3908886	52.5176189	Germany	21.1.2013	28	2	business	81200	10080	200	91080	low	40	11	28	19	-13.4	sunny	25.63
76	female	Žilina	18.7412303	49.2244794	Slovakia	21.1.2013	28	3	business	121800	15120	200	136720	high	82	91	93	55	-13.4	sunny	25.63
27	female	Berlin	13.3908886	52.5176189	Germany	21.1.2013	28	1	business	40600	0	200	40400	low	38	16	37	2	-13.4	sunny	25.63
38	male	Žilina	18.7412303	49.2244794	Slovakia	21.1.2013	28	3	business	121800	15120	200	136720	high	95	65	96	71	-13.4	sunny	25.63
67	female	Karlovy Vary	12.8690381	50.2311075	CR	22.1.2013	14	3	private	60900	7560	200	68260	average	57	68	71	94	-14.6	rain/snow	25.61
39	female	Karlovy Vary	12.8690381	50.2311075	CR	22.1.2013	14	3	private	60900	7560	200	68260	average	52	67	59	99	-14.6	rain/snow	25.61
65	female	Karlovy Vary	12.8690381	50.2311075	CR	22.1.2013	14	3	private	60900	7560	200	68260	average	53	30	53	98	-14.6	rain/snow	25.61
73	male	Bratislava	17.1097606	48.1547933	Slovakia	23.1.2013	1	1	private	1450	0	0	1450	low	39	24	30	34	-9.5	rain/snow	25.6
62	female	München	11.5836375	48.1364669	Germany	23.1.2013	7	2	business	20300	2520	200	22620	high	99	74	92	54	-9.5	rain/snow	25.6
53	female	München	11.5836375	48.1364669	Germany	23.1.2013	7	1	business	10150	1260	200	11210	high	88	81	81	62	-9.5	rain/snow	25.6
42	female	München	11.5836375	48.1364669	Germany	23.1.2013	7	1	business	10150	1260	200	11210	high	83	65	99	72	-9.5	rain/snow	25.6
53	female	München	11.5836375	48.1364669	Germany	23.1.2013	7	3	business	30450	3780	200	34030	high	94	67	98	61	-9.5	rain/snow	25.6
80	female	Dresden	13.7397044	51.0497456	Germany	26.1.2013	21	3	private	91350	0	200	91150	average	57	36	45	100	-6.9	rain/snow	25.61
77	female	Hamburg	10.0043528	53.5498325	Germany	26.1.2013	14	3	private	60900	0	200	60700	average	45	33	47	95	-6.9	rain/snow	25.61
64	male	Berlin	13.3908886	52.5176189	Germany	26.1.2013	7	2	private	20300	0	200	20100	low	39	14	24	6	-6.9	rain/snow	25.61
58	male	Berlin	13.3908886	52.5176189	Germany	26.1.2013	7	2	private	20300	2520	200	22620	low	27	14	30	17	-6.9	rain/snow	25.61
30	female	Berlin	13.3908886	52.5176189	Germany	26.1.2013	7	2	private	20300	2520	200	22620	low	13	19	13	36	-6.9	rain/snow	25.61
75	male	Berlin	13.3908886	52.5176189	Germany	26.1.2013	7	2	private	20300	2520	200	22620	low	13	25	29	7	-6.9	rain/snow	25.61
51	male	Warsaw	21.0099069	52.2342533	Poland	26.1.2013	7	2	private	20300	0	200	20100	low	14	11	40	1	-6.9	rain/snow	25.61
39	male	Jihlava	15.5909008	49.3963828	CR	26.1.2013	7	3	private	30450	3780	200	34030	low	25	9	16	33	-6.9	rain/snow	25.61
22	male	Dresden	13.7397044	51.0497456	Germany	26.1.2013	7	2	private	20300	2520	200	22620	low	14	15	15	10	-6.9	rain/snow	25.61
81	male	Praha	14.4212806	50.0874967	CR	26.1.2013	7	1	private	10150	1260	200	11210	high	96	91	99	55	-6.9	rain/snow	25.61
48	female	Dresden	13.7397044	51.0497456	Germany	26.1.2013	21	4	private	121800	15120	200	136720	average	43	57	59	45	-6.9	rain/snow	25.61
46	male	Hradec Králové	15.8353464	50.2100194	CR	26.1.2013	7	2	private	20300	2520	200	22620	low	37	21	39	34	-6.9	rain/snow	25.61
64	male	Berlin	13.3908886	52.5176189	Germany	26.1.2013	7	2	private	20300	0	200	20100	low	30	27	14	8	-6.9	rain/snow	25.61
51	female	Dresden	13.7397044	51.0497456	Germany	27.1.2013	1	4	private	5800	720	200	6320	low	28	19	16	34	-1.4	rain/snow	25.61
21	female	Pilsen	13.3771556	49.7490406	CR	27.1.2013	7	2	business	20300	2520	200	22620	average	58	60	56	48	-1.4	rain/snow	25.61
41	male	Dresden	13.7397044	51.0497456	Germany	27.1.2013	1	2	private	2900	0	200	2700	low	40	13	32	12	-1.4	rain/snow	25.61
52	female	Pilsen	13.3771556	49.7490406	CR	27.1.2013	7	2	business	20300	2520	200	22620	average	55	34	59	48	-1.4	rain/snow	25.61
62	male	Pilsen	13.3771556	49.7490406	CR	27.1.2013	7	2	business	20300	0	200	20100	average	60	66	61	49	-1.4	rain/snow	25.61
71	female	Berlin	13.3908886	52.5176189	Germany	28.1.2013	28	2	business	81200	10080	200	91080	low	21	10	13	9	5.6	cloudy	25.7
41	female	Wien	16.3736767	48.2115631	Austria	29.1.2013	14	2	private	40600	0	200	40400	average	57	32	48	51	12.8	sunny	25.66
63	female	Zlín	17.6700633	49.2280669	CR	29.1.2013	14	4	private	81200	10080	200	91080	average	50	21	55	97	12.8	sunny	25.66
66	female	Dresden	13.7397044	51.0497456	Germany	29.1.2013	14	1	private	20300	0	200	20100	average	48	29	72	100	12.8	sunny	25.66
58	male	Karlovy Vary	12.8690381	50.2311075	CR	29.1.2013	14	1	private	20300	2520	200	22620	average	47	59	70	51	12.8	sunny	25.66
74	female	Karlovy Vary	12.8690381	50.2311075	CR	29.1.2013	14	3	private	60900	7560	200	68260	average	56	24	61	94	12.8	sunny	25.66
63	male	Praha	14.4212806	50.0874967	CR	30.1.2013	7	2	business	20300	0	200	20100	high	91	76	87	45	0.7	cloudy	25.66
21	female	München	11.5836375	48.1364669	Germany	30.1.2013	7	1	business	10150	1260	200	11210	high	81	78	81	56	0.7	cloudy	25.66
52	male	Jihlava	15.5909008	49.3963828	CR	2.2.2013	1	3	private	4350	540	200	4690	average	44	22	70	83	-9.7	sunny	25.64
21	male	Ústí nad Labem	14.0390819	50.6700692	CR	2.2.2013	21	3	private	91350	11340	200	102490	average	60	58	62	49	-9.7	sunny	25.64
20	female	Dresden	13.7397044	51.0497456	Germany	2.2.2013	21	2	private	60900	7560	200	68260	average	48	34	71	93	-9.7	sunny	25.64
75	male	Praha	14.4212806	50.0874967	CR	2.2.2013	1	2	private	2900	0	200	2700	average	57	67	56	97	-9.7	sunny	25.64
76	female	Hamburg	10.0043528	53.5498325	Germany	2.2.2013	14	1	private	20300	2520	200	22620	average	52	65	58	84	-9.7	sunny	25.64
58	male	Dresden	13.7397044	51.0497456	Germany	2.2.2013	21	3	private	91350	11340	200	102490	average	55	21	57	47	-9.7	sunny	25.64
68	male	Kladno	14.1022533	50.1484586	CR	2.2.2013	21	3	private	91350	0	200	91150	average	57	59	64	96	-9.7	sunny	25.64
25	female	Wien	16.3736767	48.2115631	Austria	2.2.2013	21	3	private	91350	0	200	91150	average	57	34	55	47	-9.7	sunny	25.64
63	male	Dresden	13.7397044	51.0497456	Germany	2.2.2013	21	3	private	91350	11340	200	102490	average	50	21	60	93	-9.7	sunny	25.64
26	female	Praha	14.4212806	50.0874967	CR	2.2.2013	1	2	private	2900	360	200	3060	average	48	31	47	93	-9.7	sunny	25.64
35	male	Dresden	13.7397044	51.0497456	Germany	2.2.2013	21	3	private	91350	0	200	91150	average	55	66	70	50	-9.7	sunny	25.64
29	male	Dresden	13.7397044	51.0497456	Germany	2.2.2013	21	3	private	91350	11340	200	102490	average	49	68	58	99	-9.7	sunny	25.64
45	female	Dresden	13.7397044	51.0497456	Germany	2.2.2013	7	1	private	10150	1260	200	11210	low	31	14	22	3	-9.7	sunny	25.64
25	male	Dresden	13.7397044	51.0497456	Germany	2.2.2013	7	1	private	10150	1260	200	11210	low	37	9	29	19	-9.7	sunny	25.64
82	male	Pilsen	13.3771556	49.7490406	CR	3.2.2013	7	2	business	20300	2520	200	22620	average	59	35	48	52	-9.8	cloudy	25.64
31	female	Pilsen	13.3771556	49.7490406	CR	3.2.2013	7	1	business	10150	1260	200	11210	average	48	32	63	45	-9.8	cloudy	25.64
30	male	Pilsen	13.3771556	49.7490406	CR	3.2.2013	7	2	business	20300	2520	200	22620	average	48	59	53	52	-9.8	cloudy	25.64
57	male	Pilsen	13.3771556	49.7490406	CR	3.2.2013	7	2	business	20300	2520	200	22620	average	60	29	60	48	-9.8	cloudy	25.64
53	female	Wien	16.3736767	48.2115631	Austria	3.2.2013	7	2	business	20300	2520	200	22620	average	50	35	45	100	-9.8	cloudy	25.64
65	female	Žilina	18.7412303	49.2244794	Slovakia	4.2.2013	28	3	business	121800	0	200	121600	high	91	83	95	55	-9.9	cloudy	25.67
35	male	Wien	16.3736767	48.2115631	Austria	5.2.2013	14	4	private	81200	0	200	81000	average	51	32	60	83	-10.1	cloudy	25.65
62	female	Karlovy Vary	12.8690381	50.2311075	CR	5.2.2013	14	3	private	60900	7560	200	68260	average	57	31	53	49	-10.1	cloudy	25.65
72	male	Dresden	13.7397044	51.0497456	Germany	9.2.2013	7	4	private	40600	5040	200	45440	low	32	26	14	17	-2.2	sunny	25.24
62	female	Pilsen	13.3771556	49.7490406	CR	9.2.2013	7	2	private	20300	2520	200	22620	low	13	11	32	6	-2.2	sunny	25.24
36	female	Dresden	13.7397044	51.0497456	Germany	9.2.2013	1	2	private	2900	360	200	3060	average	56	23	48	100	-2.2	sunny	25.24
31	female	Praha	14.4212806	50.0874967	CR	9.2.2013	1	2	private	2900	0	200	2700	average	44	67	57	94	-2.2	sunny	25.24
24	male	Dresden	13.7397044	51.0497456	Germany	9.2.2013	7	2	private	20300	2520	200	22620	low	22	18	39	7	-2.2	sunny	25.24
35	female	Dresden	13.7397044	51.0497456	Germany	9.2.2013	7	2	private	20300	0	200	20100	low	38	21	15	17	-2.2	sunny	25.24
54	male	Praha	14.4212806	50.0874967	CR	9.2.2013	1	2	private	2900	0	200	2700	average	42	58	57	82	-2.2	sunny	25.24
38	male	Ostrava	18.2825511	49.8341497	CR	9.2.2013	7	2	private	20300	2520	200	22620	low	26	17	32	34	-2.2	sunny	25.24
43	female	Praha	14.4212806	50.0874967	CR	9.2.2013	1	2	private	2900	360	200	3060	average	48	29	62	52	-2.2	sunny	25.24
31	female	Dresden	13.7397044	51.0497456	Germany	9.2.2013	7	3	private	30450	3780	200	34030	low	24	14	38	11	-2.2	sunny	25.24
70	female	Jihlava	15.5909008	49.3963828	CR	9.2.2013	1	3	private	4350	0	200	4150	average	46	36	55	52	-2.2	sunny	25.24
73	female	Olomouc	17.2498364	49.5961789	CR	9.2.2013	7	2	private	20300	2520	200	22620	low	30	26	13	9	-2.2	sunny	25.24
80	male	Praha	14.4212806	50.0874967	CR	9.2.2013	1	2	private	2900	360	200	3060	average	50	67	61	97	-2.2	sunny	25.24
79	female	Pilsen	13.3771556	49.7490406	CR	10.2.2013	7	2	business	20300	0	200	20100	average	51	31	55	48	4.1	rain/snow	25.24
42	male	Dresden	13.7397044	51.0497456	Germany	16.2.2013	7	2	private	20300	2520	200	22620	low	13	18	23	12	-9.4	sunny	25.39
60	female	Praha	14.4212806	50.0874967	CR	16.2.2013	1	2	private	2900	360	200	3060	average	55	57	53	52	-9.4	sunny	25.39
49	female	Liberec	15.0663036	50.7709239	CR	17.2.2013	7	2	business	20300	2520	200	22620	average	60	33	62	47	-7	cloudy	25.39
57	female	Pardubice	15.780415	50.0409775	CR	22.2.2013	1	2	private	2900	360	0	3260	average	50	60	72	99	-2.6	cloudy	25.5
21	male	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	4	private	5800	0	0	5800	average	50	33	48	84	-3.6	cloudy	25.68
41	male	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	1	private	1450	0	0	1450	average	51	24	47	82	-3.6	cloudy	25.68
20	male	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	4	private	5800	0	0	5800	average	60	30	47	52	-3.6	cloudy	25.68
24	male	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	4	private	5800	0	0	5800	average	56	32	59	99	-3.6	cloudy	25.68
44	female	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	4	private	5800	0	0	5800	average	43	66	63	81	-3.6	cloudy	25.68
19	male	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	4	private	5800	0	0	5800	average	59	31	72	93	-3.6	cloudy	25.68
65	female	Nitra	18.0902903	48.3139558	Slovakia	1.3.2013	1	4	private	5800	0	0	5800	average	57	36	57	45	-3.6	cloudy	25.68
30	male	Wien	16.3736767	48.2115631	Austria	7.3.2013	7	2	business	20300	0	200	20100	low	15	16	25	20	-1.2	sunny	25.51
35	male	Linz	14.2862742	48.3066489	Austria	8.3.2013	2	3	private	8700	0	200	8500	average	41	58	64	48	-1.3	cloudy	25.45
70	male	Praha	14.4212806	50.0874967	CR	8.3.2013	1	4	private	5800	0	0	5800	average	55	36	55	51	-1.3	cloudy	25.45
20	male	Nitra	18.0902903	48.3139558	Slovakia	8.3.2013	1	4	private	5800	0	0	5800	average	42	34	59	50	-1.3	cloudy	25.45
79	female	Linz	14.2862742	48.3066489	Austria	9.3.2013	7	2	private	20300	0	600	19700	average	55	30	48	48	3.3	cloudy	25.45
41	male	Linz	14.2862742	48.3066489	Austria	9.3.2013	7	2	private	20300	0	600	19700	average	58	59	46	51	3.3	cloudy	25.45
30	male	Pilsen	13.3771556	49.7490406	CR	13.3.2013	1	2	business	2900	0	0	2900	high	99	78	85	72	-2.9	rain/snow	25.63
46	male	Praha	14.4212806	50.0874967	CR	13.3.2013	1	2	business	2900	0	0	2900	high	98	67	96	70	-2.9	rain/snow	25.63
57	male	Pilsen	13.3771556	49.7490406	CR	13.3.2013	1	3	business	4350	0	0	4350	high	84	68	95	57	-2.9	rain/snow	25.63
27	male	Nitra	18.0902903	48.3139558	Slovakia	14.3.2013	7	2	business	20300	0	200	20100	low	21	10	39	34	-1.7	sunny	25.61
77	female	Salzburg	13.0475658	47.798095	Austria	14.3.2013	7	2	business	20300	0	200	20100	low	24	14	25	4	-1.7	sunny	25.61
36	female	Salzburg	13.0475658	47.798095	Austria	14.3.2013	7	1	business	10150	0	200	9950	low	38	13	21	19	-1.7	sunny	25.61
21	female	Salzburg	13.0475658	47.798095	Austria	14.3.2013	7	2	business	20300	0	200	20100	low	27	18	39	10	-1.7	sunny	25.61
37	male	Budweis	14.4757883	48.9763169	CR	14.3.2013	7	1	business	10150	0	200	9950	average	55	67	64	46	-1.7	sunny	25.61
21	male	Salzburg	13.0475658	47.798095	Austria	14.3.2013	7	2	business	20300	0	200	20100	low	38	23	16	19	-1.7	sunny	25.61
